row_id,order_id,tanggal_pemesanan,tanggal_pengiriman,metode_pengiriman,customer_id,nama_pelanggan,segmen,negara,kota,provinsi,kode_pos,wilayah,product_id,kategori,sub_kategori,nama_produk,penjualan,kuantitas,diskon,keuntungan,clean_tanggal_pengiriman,clean_kota,clean_kode_pos,helper_weekday_num,helper_hari
7801,IDN-2017-157413,2017-06-01 0:00:00,2017-06-06 0:00:00,Standard Class,RBW-3823,R. Bakidin Wastuti,Consumer,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-ST-10002756,Office Supplies,Storage,Box Arsip 9150,4871160,3,"0,2",-1156900,2017-06-06 0:00:00,Balikpapan,76114,4,Kamis
6237,IDN-2016-144400,2016-02-23 0:00:00,2016-02-27 0:00:00,Standard Class,JWS-3600,"Jono Widiastuti, S.Pt",Corporate,Indonesia,Bandung,Jawa Barat,40111,West,OFF-EN-10004386,Office Supplies,Envelopes,Amplop Coklat 0282,863640,3,"0,2",323865,2016-02-27 0:00:00,Bandung,40111,2,Selasa
5086,IDN-2015-144302,2015-06-19 0:00:00,2015-06-23 0:00:00,Standard Class,KH-9486,Kairav Hutagalung,Home Office,Indonesia,Denpasar,Bali,80231,South,OFF-BI-10001107,Office Supplies,Binders,Binder Plastik A4 3904,86880,2,"0,8",-143352,2015-06-23 0:00:00,Denpasar,80231,5,Jumat
8438,IDN-2015-112823,2015-12-10 0:00:00,2015-12-16 0:00:00,Standard Class,UA-3184,Uli Astuti,Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,TEC-AC-10002550,Technology,Accessories,Flashdisk 5762,382320,2,"0,2",66906,2015-12-16 0:00:00,Surabaya,60231,4,Kamis
9319,IDN-2017-108343,2017-07-20 0:00:00,2017-07-25 0:00:00,Standard Class,SHW-9152,Sutan Hardana Waskita,Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-PA-10000743,Office Supplies,Paper,Kertas HVS F4 0474,200400,2,0,96192,2017-07-25 0:00:00,Yogyakarta,55111,4,Kamis
852,IDN-2016-152534,2016-06-20 0:00:00,2016-06-25 0:00:00,Second Class,RMHM-1691,"R. Mursita Haryanti, M.Kom.",Corporate,Indonesia,Denpasar,Bali,80231,South,OFF-PA-10001870,Office Supplies,Paper,Kertas HVS A4 8115,583200,6,0,279936,2016-06-25 0:00:00,Denpasar,80231,1,Senin
2879,IDN-2016-152072,2016-01-15 0:00:00,2016-01-19 0:00:00,Standard Class,HHKS-2932,"H. Heru Kusmawati, S.H.",Home Office,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-AR-10001573,Office Supplies,Art,Poster Ilustrasi 9611,69900,2,0,20271,2016-01-19 0:00:00,Semarang,50111,5,Jumat
4585,IDN-2017-163790,2017-11-02 0:00:00,2017-11-04 0:00:00,Second Class,DMM-3783,"Diah Manullang, M.Kom.",Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-EN-10001335,Office Supplies,Envelopes,Amplop Coklat 4290,1148700,7,0,574350,2017-11-04 0:00:00,Makassar,90111,4,Kamis
7078,IDN-2016-106950,2016-09-02 0:00:00,2016-09-06 0:00:00,Standard Class,HW-7692,Hardana Wibisono,Consumer,Indonesia,yogyakarta,DI Yogyakarta,55111,Central,OFF-BI-10000014,Office Supplies,Binders,Ordner Arsip A4 1130,343665,7,"0,7",-263476,2016-09-06 0:00:00,Yogyakarta,55111,5,Jumat
3536,IDN-2014-110849,2014-04-18 0:00:00,2014-04-23 0:00:00,Standard Class,MP-4304,Melinda Permata,Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-FA-10000134,Office Supplies,Fasteners,Isi Staples 8000,174300,2,0,54033,2014-04-23 0:00:00,Surabaya,60231,5,Jumat
9052,IDN-2014-141838,2014-03-26 0:00:00,2014-03-31 0:00:00,Second Class,ES-1571,Enteng Suryono,Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-AR-10004272,Office Supplies,Art,Lukisan Cat Air 6385,50400,2,0,12600,2014-03-31 0:00:00,Jakarta,10110,3,Rabu
2792,IDN-2014-125514,2014-09-21 0:00:00,2014-09-22 0:00:00,First Class,PRW-5467,Puti Ratna Wahyuni,Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-AP-10003281,Office Supplies,Appliances,Dispenser Air 3061,544050,3,0,163215,2014-09-22 0:00:00,Surabaya,60231,7,Minggu
6887,IDN-2017-123036,2017-09-10 0:00:00,2017-09-17 0:00:00,Standard Class,PA-9569,Putri Ardianto,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,TEC-PH-10003580,Technology,Phones,Feature Phone Dual SIM 8508,3898440,2,"0,4",-844662,2017-09-17 0:00:00,Semarang,50111,7,Minggu
5833,IDN-2016-142895,2016-07-21 0:00:00,2016-07-26 0:00:00,Standard Class,BW-7386,Banara Wahyudin,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-LA-10000262,Office Supplies,Labels,Label Harga 9983,93960,3,"0,2",30537,2016-07-26 0:00:00,Medan,20111,4,Kamis
6005,IDN-2017-107244,2017-09-07 0:00:00,2017-09-11 0:00:00,Standard Class,RA-7715,Raisa Anggriawan,Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,FUR-FU-10002597,Furniture,Furnishings,Gorden 8658,296400,4,0,124488,2017-09-11 0:00:00,Palembang,30111,4,Kamis
5194,IDN-2014-101560,2014-11-28 0:00:00,2014-12-01 0:00:00,Second Class,JW-2895,Jaswadi Wahyudin,Corporate,Indonesia,Makassar,Sulawesi Selatan,,South,OFF-PA-10001363,Office Supplies,Paper,Kertas HVS A4 1391,1289400,7,0,606018,2014-12-01 0:00:00,Makassar,90111,5,Jumat
1200,IDN-2016-130946,2016-04-08 0:00:00,2016-04-12 0:00:00,Standard Class,TR-3038,Tasnim Riyanti,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,OFF-BI-10004995,Office Supplies,Binders,Ordner Arsip A4 3502,16331880,4,"0,8",-27764196,2016-04-12 0:00:00,Medan,20111,5,Jumat
8572,IDN-2016-162222,2016-04-03 0:00:00,2016-04-03 0:00:00,Same Day,PDP-5207,Puti Dewi Puspasari,Home Office,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-PA-10003893,Office Supplies,Paper,Kertas HVS F4 9028,154080,3,"0,2",48150,2016-04-03 0:00:00,Semarang,50111,7,Minggu
324,IDN-2016-162138,2016-04-23 0:00:00,2016-04-27 0:00:00,Standard Class,RF-1101,Reza Farida,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-BI-10004593,Office Supplies,Binders,Binder Kulit A4 4269,3772800,6,"0,2",1226160,2016-04-27 0:00:00,Semarang,50111,6,Sabtu
4940,IDN-2014-157147,2014-01-13 0:00:00,2014-01-18 0:00:00,Standard Class,YG-2912,Yessi Gunawan,Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-AR-10003514,Office Supplies,Art,Poster Ilustrasi 5747,298500,5,0,98505,2014-01-18 0:00:00,Yogyakarta,55111,1,Senin
7929,IDN-2017-120404,2017-11-20 0:00:00,2017-11-24 0:00:00,Second Class,DDSM-6079,"Drs. Diana Saefullah, M.Pd",Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,FUR-FU-10000820,Furniture,Furnishings,Lampu Meja 1440,764550,3,0,137619,2017-11-24 0:00:00,Surabaya,60231,1,Senin
3838,IDN-2014-126760,2014-07-26 0:00:00,2014-08-02 0:00:00,Standard Class,FSS-1037,"Fitria Setiawan, S.Sos",Consumer,Indonesia,Denpasar,Bali,80231,South,TEC-PH-10001363,Technology,Phones,Feature Phone Dual SIM 8644,13679760,2,"0,2",1709970,2014-08-02 0:00:00,Denpasar,80231,6,Sabtu
2013,IDN-2015-155761,2015-12-11 0:00:00,2015-12-11 0:00:00,Same Day,CFS-1466,"Chelsea Firmansyah, S.Pt",Consumer,Indonesia,Bandung,Jawa Barat,40111,West,OFF-ST-10000943,Office Supplies,Storage,Box Arsip 2311,695160,3,"0,2",69516,2015-12-11 0:00:00,Bandung,40111,5,Jumat
7047,IDN-2014-150581,2014-04-08 0:00:00,2014-04-12 0:00:00,Standard Class,PPW-9175,Puti Paris Waluyo,Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,FUR-TA-10003748,Furniture,Tables,Meja Belajar 0753,1493880,1,"0,2",37347,2014-04-12 0:00:00,Makassar,90111,2,Selasa
2159,IDN-2017-148166,2017-10-21 0:00:00,2017-10-26 0:00:00,Standard Class,YS-9767,Yunita Sihotang,Home Office,Indonesia,bandung,Jawa Barat,40111,West,OFF-AR-10004956,Office Supplies,Art,Lukisan Cat Air 6009,267840,4,"0,2",30132,2017-10-26 0:00:00,Bandung,40111,6,Sabtu
4049,IDN-2015-166520,2015-07-16 0:00:00,2015-07-19 0:00:00,First Class,VJ-2561,Vicky Jailani,Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,TEC-AC-10001990,Technology,Accessories,Headset 0207,8998500,10,0,2879520,2015-07-19 0:00:00,Surabaya,60231,4,Kamis
9769,IDN-2017-142328,2017-12-07 0:00:00,2017-12-14 0:00:00,Standard Class,UG-2125,Uli Gunarto,Home Office,Indonesia,SEMARANG,Jawa Tengah,50111,Central,OFF-PA-10000380,Office Supplies,Paper,Kertas HVS F4 5809,750600,6,0,375300,2017-12-14 0:00:00,Semarang,50111,4,Kamis
9706,IDN-2017-125990,2017-10-19 0:00:00,2017-10-23 0:00:00,Standard Class,IAW-4963,Ir. Ana Wahyudin,Consumer,Indonesia,Palembang,Sumatera Selatan,30111,Central,OFF-BI-10004826,Office Supplies,Binders,Binder Kancing A4 0943,594360,3,"0,2",208026,2017-10-23 0:00:00,Palembang,30111,4,Kamis
1744,IDN-2017-152807,2017-10-30 0:00:00,2017-11-03 0:00:00,Standard Class,IP-2048,Indra Pradana,Consumer,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-ST-10002486,Office Supplies,Storage,Rak Dokumen 9367,167520,2,"0,2",-37692,2017-11-03 0:00:00,Balikpapan,76114,1,Senin
7336,IDN-2015-113152,2015-12-25 0:00:00,2015-12-30 0:00:00,Standard Class,KP-4303,Kajen Permadi,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,TEC-AC-10002049,Technology,Accessories,Flashdisk 0414,12658500,2,0,5569740,2015-12-30 0:00:00,Jakarta,10110,5,Jumat
2119,IDN-2017-155460,2017-04-13 0:00:00,2017-04-15 0:00:00,First Class,MN-3049,Mahesa Nasyidah,Corporate,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-PA-10002479,Office Supplies,Paper,Kertas HVS A4 5072,79200,1,0,35640,2017-04-15 0:00:00,Balikpapan,76114,4,Kamis
3799,IDN-2017-147760,2017-11-04 0:00:00,2017-11-05 0:00:00,First Class,ZP-1132,Zamira Pradipta,Corporate,Indonesia,SEMARANG,Jawa Tengah,50111,Central,FUR-TA-10004575,Furniture,Tables,Meja Rapat 2665,7856460,3,"0,4",-2880702,2017-11-05 0:00:00,Semarang,50111,6,Sabtu
9449,IDN-2016-148957,2016-09-17 0:00:00,2016-09-23 0:00:00,Standard Class,JU-2977,Jessica Utami,Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-LA-10002195,Office Supplies,Labels,Label Stiker 1232,184800,4,0,88704,2016-09-23 0:00:00,Makassar,90111,6,Sabtu
1204,IDN-2016-114727,2016-07-18 0:00:00,2016-07-24 0:00:00,Standard Class,GP-3251,Gangsar Prakasa,Corporate,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-ST-10002292,Office Supplies,Storage,Box Arsip 8142,8903520,2,"0,2",0,2016-07-24 0:00:00,Surabaya,60231,1,Senin
2769,IDN-2015-122140,2015-04-02 0:00:00,2015-04-07 0:00:00,Standard Class,UU-4541,Umaya Uyainah,Consumer,Indonesia,Denpasar,Bali,80231,South,OFF-AP-10001242,Office Supplies,Appliances,Mesin Penghancur Kertas 2005,482880,2,"0,8",-1207200,2015-04-07 0:00:00,Denpasar,80231,4,Kamis
7259,IDN-2016-152730,2016-05-30 0:00:00,2016-06-04 0:00:00,Standard Class,DTP-3712,Dr. Tasnim Permadi,Home Office,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-AR-10000940,Office Supplies,Art,Lukisan Cat Air 5549,220500,5,0,59535,2016-06-04 0:00:00,Jakarta,10110,1,Senin
8983,IDN-2016-110898,2016-03-06 0:00:00,2016-03-12 0:00:00,Standard Class,JA-9769,Jarwa Aryani,Consumer,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-BI-10004656,Office Supplies,Binders,Binder Kancing A4 1247,25920,4,"0,8",-41472,2016-03-12 0:00:00,Balikpapan,76114,7,Minggu
6634,IDN-2016-166275,2016-10-24 0:00:00,2016-10-24 0:00:00,Same Day,LS-2110,Lutfan Saefullah,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,TEC-AC-10001838,Technology,Accessories,Flashdisk 4070,2999850,1,0,1289936,2016-10-24 0:00:00,Semarang,50111,1,Senin
134,IDN-2016-145583,2016-10-13 0:00:00,2016-10-19 0:00:00,Standard Class,DZTS-8159,"Drs. Zulaikha Thamrin, S.Psi",Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-PA-10001804,Office Supplies,Paper,Kertas Foto 6592,300600,3,0,144288,2016-10-19 0:00:00,Surabaya,60231,4,Kamis
7744,IDN-2016-133613,2016-06-17 0:00:00,2016-06-22 0:00:00,Standard Class,HS-1845,Hilda Sihotang,Corporate,Indonesia,Bandung,Jawa Barat,40111,West,OFF-BI-10002003,Office Supplies,Binders,Ordner Arsip A4 4858,119400,2,0,56118,2016-06-22 0:00:00,Bandung,40111,5,Jumat
2520,IDN-2016-124352,2016-10-15 0:00:00,2016-10-21 0:00:00,Standard Class,DR-6080,Darsirah Ramadan,Home Office,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-LA-10003223,Office Supplies,Labels,Label Harga 3161,441900,6,0,216531,2016-10-21 0:00:00,Surabaya,60231,6,Sabtu
378,IDN-2017-134481,2017-08-27 0:00:00,2017-09-01 0:00:00,Standard Class,UJ-7509,Uda Jailani,Corporate,Indonesia,Medan,Sumatera Utara,,Central,FUR-TA-10004915,Furniture,Tables,Meja Kerja 7471,22326360,7,"0,3",-4465272,2017-09-01 0:00:00,Medan,20111,7,Minggu
573,IDN-2017-164826,2017-12-28 0:00:00,2018-01-04 0:00:00,Standard Class,WI-9406,Wisnu Iswahyudi,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-BI-10001922,Office Supplies,Binders,Binder Kancing A4 2563,498960,7,"0,2",168399,2018-01-04 0:00:00,Semarang,50111,4,Kamis
1446,IDN-2017-102337,2017-06-13 0:00:00,2017-06-16 0:00:00,First Class,HP-4183,Harto Purwanti,Home Office,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-ST-10004804,Office Supplies,Storage,Rak Dokumen 4668,2471040,4,"0,2",-586872,2017-06-16 0:00:00,Makassar,90111,2,Selasa
9028,IDN-2016-152415,2016-09-17 0:00:00,2016-09-22 0:00:00,Standard Class,GS-9652,Ghaliyati Salahudin,Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,FUR-FU-10002597,Furniture,Furnishings,Gorden 8658,222300,3,0,93366,2016-09-22 0:00:00,Surabaya,60231,6,Sabtu
2673,IDN-2014-126403,2014-09-09 0:00:00,2014-09-12 0:00:00,Second Class,IZ-7925,Ikhsan Zulaika,Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-PA-10004665,Office Supplies,Paper,Kertas HVS A4 5164,393000,2,0,192570,2014-09-12 0:00:00,Yogyakarta,55111,2,Selasa
4663,IDN-2015-112130,2015-05-03 0:00:00,2015-05-07 0:00:00,Standard Class,IM-5373,Irwan Maheswara,Consumer,Indonesia,Denpasar,Bali,80231,South,OFF-ST-10000563,Office Supplies,Storage,Box Arsip 4096,1151280,3,"0,2",-143910,2015-05-07 0:00:00,Denpasar,80231,7,Minggu
7434,IDN-2014-161249,2014-08-09 0:00:00,2014-08-13 0:00:00,Standard Class,RHM-2762,"Rahmi Halimah, M.Farm",Consumer,Indonesia,Surabaya,Jawa Timur,60231,East,OFF-BI-10001097,Office Supplies,Binders,Ordner Arsip A4 0758,140175,5,"0,7",-98122,2014-08-13 0:00:00,Surabaya,60231,6,Sabtu
7978,IDN-2014-166051,2014-05-31 0:00:00,2014-06-05 0:00:00,Standard Class,KP-4303,Kajen Permadi,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,TEC-PH-10002680,Technology,Phones,Feature Phone Dual SIM 4669,9899550,3,0,2969865,2014-06-05 0:00:00,Jakarta,10110,6,Sabtu
3942,IDN-2017-117863,2017-05-18 0:00:00,2017-05-23 0:00:00,Standard Class,ZK-8099,Zamira Kuswoyo,Consumer,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-BI-10000605,Office Supplies,Binders,Binder Kancing A4 4131,45720,1,"0,2",15430,2017-05-23 0:00:00,Balikpapan,76114,4,Kamis
3770,IDN-2014-153913,2014-12-16 0:00:00,2014-12-20 0:00:00,Second Class,HRLS-4056,"Hj. Restu Lailasari, S.I.Kom",Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-FA-10000490,Office Supplies,Fasteners,Paper Clip 2193,29760,2,"0,2",10044,2014-12-20 0:00:00,Jakarta,10110,2,Selasa
6429,IDN-2016-143714,2016-05-23 0:00:00,2016-05-27 0:00:00,Standard Class,WN-1657,Warji Nurdiyanti,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,TEC-PH-10004080,Technology,Phones,Smartphone Android 1869,1835730,3,"0,4",-367146,2016-05-27 0:00:00,Semarang,50111,1,Senin
4341,IDN-2014-129609,2014-03-22 0:00:00,2014-03-22 0:00:00,Same Day,MMS-6385,"Mila Maryati, S.I.Kom",Consumer,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-AR-10003478,Office Supplies,Art,Lukisan Cat Air 9781,244200,2,0,97680,2014-03-22 0:00:00,Balikpapan,76114,6,Sabtu
5908,IDN-2016-113985,2016-12-02 0:00:00,2016-12-07 0:00:00,Standard Class,GPS-6847,"Gamanto Pertiwi, S.Gz",Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-BI-10002353,Office Supplies,Binders,Binder Kancing A4 6867,370560,2,"0,2",138960,2016-12-07 0:00:00,Jakarta,10110,5,Jumat
7108,IDN-2016-109666,2016-04-19 0:00:00,2016-04-26 0:00:00,Standard Class,FSS-1037,"Fitria Setiawan, S.Sos",Consumer,Indonesia,Denpasar,Bali,,South,TEC-PH-10004774,Technology,Phones,Smartphone Android 3235,389700,2,0,11691,2016-04-26 0:00:00,Denpasar,80231,2,Selasa
2499,IDN-2016-126935,2016-05-19 0:00:00,2016-05-24 0:00:00,Standard Class,DW-6818,Dartono Wahyuni,Corporate,Indonesia,Denpasar,Bali,80231,South,OFF-BI-10004817,Office Supplies,Binders,Ordner Arsip A4 5382,143760,1,"0,2",50316,2016-05-24 0:00:00,Denpasar,80231,4,Kamis
1662,IDN-2017-144526,2017-04-30 0:00:00,2017-05-06 0:00:00,Standard Class,VP-7163,Victoria Pratama,Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,TEC-PH-10002549,Technology,Phones,Smartphone Android 4851,10163700,5,"0,4",-2371530,2017-05-06 0:00:00,Yogyakarta,55111,7,Minggu
5971,IDN-2014-141726,2014-07-20 0:00:00,2014-07-22 0:00:00,First Class,ZR-7433,Zulaikha Rahimah,Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-PA-10002230,Office Supplies,Paper,Kertas HVS A4 9683,298800,4,0,146412,2014-07-22 0:00:00,Jakarta,10110,7,Minggu
5554,IDN-2014-159618,2014-11-12 0:00:00,2014-11-16 0:00:00,Standard Class,SGPM-5046,"Sutan Gangsa Pratama, M.Kom.",Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-PA-10004100,Office Supplies,Paper,Kertas HVS F4 9859,544320,7,"0,2",190512,2014-11-16 0:00:00,Yogyakarta,55111,3,Rabu
9479,IDN-2014-126193,2014-09-07 0:00:00,2014-09-14 0:00:00,Standard Class,CP-1696,Cakrawangsa Pradana,Consumer,Indonesia,Denpasar,Bali,80231,South,OFF-FA-10000936,Office Supplies,Fasteners,Penjepit Kertas 1782,197400,5,"0,2",61688,2014-09-14 0:00:00,Denpasar,80231,7,Minggu
684,IDN-2017-168116,2017-11-04 0:00:00,2017-11-04 0:00:00,Same Day,DW-2635,Darijan Wibisono,Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,TEC-MA-10004125,Technology,Machines,Mesin Absensi 7575,119999700,4,"0,5",-57599856,2017-11-04 0:00:00,Yogyakarta,55111,6,Sabtu
9460,IDN-2014-138240,2014-10-09 0:00:00,2014-10-14 0:00:00,Standard Class,BH-1254,Bambang Haryanti,Consumer,Indonesia,Bandung,Jawa Barat,40111,West,TEC-PH-10002583,Technology,Phones,Smartphone Android 5882,239880,1,"0,2",-44978,2014-10-14 0:00:00,Bandung,40111,4,Kamis
8683,IDN-2014-133634,2014-11-05 0:00:00,,Standard Class,PDP-5207,Puti Dewi Puspasari,Home Office,Indonesia,Semarang,Jawa Tengah,50111,Central,TEC-AC-10002550,Technology,Accessories,Flashdisk 5762,716850,3,0,243729,2014-11-05 0:00:00,Semarang,50111,3,Rabu
6255,IDN-2015-151624,2015-09-08 0:00:00,2015-09-14 0:00:00,Standard Class,VW-8105,Vero Widiastuti,Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,FUR-FU-10001731,Furniture,Furnishings,Karpet Kantor 5604,320400,8,0,121752,2015-09-14 0:00:00,Jakarta,10110,2,Selasa
708,IDN-2014-112158,2014-12-02 0:00:00,2014-12-04 0:00:00,First Class,KN-6119,Karman Narpati,Consumer,Indonesia,Medan,Sumatera Utara,20111,Central,TEC-AC-10003628,Technology,Accessories,Flashdisk 4202,1799400,4,0,791736,2014-12-04 0:00:00,Medan,20111,2,Selasa
4511,IDN-2016-119935,2016-11-10 0:00:00,2016-11-14 0:00:00,Standard Class,UH-5057,Usyi Hutagalung,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,FUR-FU-10001085,Furniture,Furnishings,Lampu Meja 1767,559500,2,0,257370,2016-11-14 0:00:00,Semarang,50111,4,Kamis
8913,IDN-2017-102610,2017-11-04 0:00:00,2017-11-08 0:00:00,Standard Class,GH-3315,Gandi Haryanti,Consumer,Indonesia,Makassar,Sulawesi Selatan,90111,South,OFF-BI-10004364,Office Supplies,Binders,Ordner Arsip A4 5734,53460,2,"0,7",-44550,2017-11-08 0:00:00,Makassar,90111,6,Sabtu
7496,IDN-2017-121048,2017-07-14 0:00:00,2017-07-18 0:00:00,Standard Class,UH-5029,Usyi Hakim,Consumer,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-BI-10004022,Office Supplies,Binders,Ordner Arsip A4 0394,66720,2,"0,2",21684,2017-07-18 0:00:00,Semarang,50111,5,Jumat
7986,IDN-2016-151498,2016-04-21 0:00:00,2016-04-24 0:00:00,First Class,RS-1595,Rahman Sudiati,Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-BI-10004967,Office Supplies,Binders,Binder Kulit A4 2937,124800,5,"0,2",42120,2016-04-24 0:00:00,Yogyakarta,55111,4,Kamis
4809,IDN-2014-149055,2014-11-23 0:00:00,2014-11-28 0:00:00,Standard Class,AG-4246,Arta Gunawan,Corporate,Indonesia,Semarang,Jawa Tengah,50111,Central,OFF-EN-10003040,Office Supplies,Envelopes,Amplop Putih 5257,942120,3,"0,2",317966,2014-11-28 0:00:00,Semarang,50111,7,Minggu
2191,IDN-2016-118913,2016-06-25 0:00:00,2016-06-29 0:00:00,Standard Class,TTS-2795,"Tiara Tarihoran, S.Psi",Consumer,Indonesia,Balikpapan,Kalimantan Timur,76114,East,OFF-AP-10000692,Office Supplies,Appliances,Kipas Angin 8050,912150,3,0,255402,2016-06-29 0:00:00,Balikpapan,76114,6,Sabtu
5140,IDN-2017-128335,2017-09-29 0:00:00,2017-10-05 0:00:00,Standard Class,SESS-1344,"Sutan Eja Setiawan, S.Pt",Consumer,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-PA-10004996,Office Supplies,Paper,Kertas Foto 1810,773250,5,0,363428,2017-10-05 0:00:00,Jakarta,10110,5,Jumat
7539,IDN-2017-112347,2017-12-02 0:00:00,2017-12-06 0:00:00,Standard Class,FNS-6208,"Faizah Namaga, S.T.",Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-ST-10003306,Office Supplies,Storage,Lemari Arsip 3722,1714320,1,"0,2",192861,2017-12-06 0:00:00,Jakarta,10110,6,Sabtu
6974,IDN-2017-153822,2017-09-19 0:00:00,2017-09-25 0:00:00,Standard Class,AW-9054,Aisyah Wibowo,Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-BI-10001460,Office Supplies,Binders,Binder Plastik A4 6504,272700,4,"0,7",-209070,2017-09-25 0:00:00,Yogyakarta,55111,2,Selasa
2637,IDN-2015-162369,2015-08-15 0:00:00,2015-08-19 0:00:00,Standard Class,DPM-9983,"Damu Prasetyo, M.M.",Corporate,Indonesia,Jakarta,DKI Jakarta,10110,West,OFF-ST-10000046,Office Supplies,Storage,Lemari Arsip 9753,4846500,2,0,920835,2015-08-19 0:00:00,Jakarta,10110,6,Sabtu
8752,IDN-2016-105662,2016-05-05 0:00:00,2016-05-09 0:00:00,Standard Class,MA-8232,Mahdi Agustina,Home Office,Indonesia,,Jawa Tengah,50111,Central,OFF-PA-10001001,Office Supplies,Paper,Kertas HVS F4 4880,1398720,4,"0,2",472068,2016-05-09 0:00:00,Semarang,50111,4,Kamis
2115,IDN-2015-164882,2015-10-31 0:00:00,2015-10-31 0:00:00,Same Day,JS-4068,Jasmin Saragih,Consumer,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,OFF-ST-10003638,Office Supplies,Storage,Lemari Arsip 1064,702600,2,0,189702,2015-10-31 0:00:00,Yogyakarta,55111,6,Sabtu
3525,IDN-2016-132731,2016-11-24 0:00:00,,Standard Class,UT-7631,Umaya Tamba,Consumer,Indonesia,Makassar,Sulawesi Selatan,90111,South,TEC-PH-10004120,Technology,Phones,Smartphone Android 8397,9863280,6,"0,2",739746,2016-11-24 0:00:00,Makassar,90111,4,Kamis
5555,IDN-2014-159618,2014-11-12 0:00:00,2014-11-16 0:00:00,Standard Class,SGPM-5046,"Sutan Gangsa Pratama, M.Kom.",Corporate,Indonesia,Yogyakarta,DI Yogyakarta,55111,Central,FUR-BO-10004467,Furniture,Bookcases,Rak Buku Kayu 8462,1019898,1,"0,32",-194981,2014-11-16 0:00:00,Yogyakarta,55111,3,Rabu
255,IDN-2015-159982,2015-11-28 0:00:00,2015-12-04 0:00:00,Standard Class,AD-3620,Ani Dabukke,Corporate,Indonesia,surabaya,Jawa Timur,60231,East,FUR-FU-10002505,Furniture,Furnishings,Gorden 2194,181980,9,"0,6",-127386,2015-12-04 0:00:00,Surabaya,60231,6,Sabtu
7125,IDN-2015-128013,2015-08-09 0:00:00,2015-08-16 0:00:00,Standard Class,HHSS-4006,"Hj. Hasna Saragih, S.H.",Corporate,Indonesia,Bandung,Jawa Barat,40111,West,OFF-PA-10001815,Office Supplies,Paper,Kertas HVS F4 8615,2161800,3,0,1037664,2015-08-16 0:00:00,Bandung,40111,7,Minggu
